,IP,Datetime,2,3,Type,Bytes,Source,Request
1404,203.119.26.3,2015-07-22 20:00:03.185481,AA,AUTH,SOA,86400,174.221.in-addr.arpa.,a.in-addr.cn.
1405,211.216.50.180,2015-07-22 20:00:03.187107,AA,AUTH,SOA,43200,124.40.118.in-addr.arpa.,124.40.118.in-addr.arpa.
1406,208.44.130.120,2015-07-22 20:00:03.195604,AA,ANS,PTR,86400,159.241.130.65.in-addr.arpa.,65-130-241-159.slkc.qwest.net.
1407,208.44.130.120,2015-07-22 20:00:03.195604,AA,AUTH,NS,86400,130.65.in-addr.arpa.,authns1.qwest.net.
1408,208.44.130.120,2015-07-22 20:00:03.195604,AA,AUTH,NS,86400,130.65.in-addr.arpa.,authns2.qwest.net.
1409,208.44.130.120,2015-07-22 20:00:03.195604,AA,ADD,A,86400,authns1.qwest.net.,63.150.72.4
1410,208.44.130.120,2015-07-22 20:00:03.195604,AA,ADD,A,86400,authns2.qwest.net.,208.44.130.120
1411,203.83.159.1,2015-07-22 20:00:03.218467,-,AUTH,NS,43200,113.140.121.in-addr.arpa.,rev2.kornet.net.
1412,203.83.159.1,2015-07-22 20:00:03.218467,-,AUTH,NS,43200,113.140.121.in-addr.arpa.,rev1.kornet.net.
1413,202.12.29.25,2015-07-22 20:00:03.223460,AA,AUTH,SOA,172800,171.in-addr.arpa.,ns1.apnic.net.
1414,202.103.0.117,2015-07-22 20:00:03.228457,"AA,RA",AUTH,SOA,86400,96.119.in-addr.arpa.,ns.hbwhptt.net.cn.
1415,68.94.156.134,2015-07-22 20:00:03.233712,AA,ANS,CNAME,86400,160.9.238.12.in-addr.arpa.,160.128-25.9.238.12.in-addr.arpa.
1416,68.94.156.134,2015-07-22 20:00:03.233712,AA,AUTH,NS,86400,128-25.9.238.12.in-addr.arpa.,ns1.dnsmadeeasy.com.
1417,68.94.156.134,2015-07-22 20:00:03.233712,AA,AUTH,NS,86400,128-25.9.238.12.in-addr.arpa.,ns0.dnsmadeeasy.com.
1418,68.94.156.134,2015-07-22 20:00:03.250210,-,AUTH,NS,86400,128-25.9.238.12.in-addr.arpa.,ns0.dnsmadeeasy.com.
1419,68.94.156.134,2015-07-22 20:00:03.250210,-,AUTH,NS,86400,128-25.9.238.12.in-addr.arpa.,ns1.dnsmadeeasy.com.
1420,199.212.0.53,2015-07-22 20:00:03.251069,AA,AUTH,SOA,172800,49.in-addr.arpa.,ns1.apnic.net.
1421,195.229.237.52,2015-07-22 20:00:03.262561,AA,AUTH,SOA,1800,204.111.83.in-addr.arpa.,dxbans2.ecompany.ae.
1422,202.12.29.25,2015-07-22 20:00:03.264809,AA,AUTH,SOA,172800,175.in-addr.arpa.,ns1.apnic.net.
1423,145.253.3.171,2015-07-22 20:00:03.269558,AA,ANS,PTR,43200,159.153.7.178.in-addr.arpa.,dslb-178-007-153-159.178.007.pools.vodafone-ip.de.
1424,208.80.124.2,2015-07-22 20:00:03.271558,AA,AUTH,SOA,180,128-25.9.238.12.in-addr.arpa.,ns0.dnsmadeeasy.com.
1425,204.61.215.62,2015-07-22 20:00:03.272804,AA,AUTH,SOA,10800,191.in-addr.arpa.,NS.LACNIC.NET.
1426,202.96.0.133,2015-07-22 20:00:03.279926,AA,AUTH,SOA,86400,119.123.in-addr.arpa.,ns.bta.net.cn.
1427,199.212.0.53,2015-07-22 20:00:03.286298,AA,AUTH,SOA,172800,49.in-addr.arpa.,ns1.apnic.net.
1428,211.216.50.180,2015-07-22 20:00:03.298667,AA,AUTH,SOA,43200,169.133.121.in-addr.arpa.,169.133.121.in-addr.arpa.
1429,192.36.148.17,2015-07-22 20:00:03.311910,CD,AUTH,NS,172800,dz.,ns2.nic.dz.
1430,192.36.148.17,2015-07-22 20:00:03.311910,CD,AUTH,NS,172800,dz.,ns-dz.afrinic.net.
1431,192.36.148.17,2015-07-22 20:00:03.311910,CD,AUTH,NS,172800,dz.,ns1.nic.dz.
1432,192.36.148.17,2015-07-22 20:00:03.311910,CD,AUTH,NS,172800,dz.,dz.cctld.authdns.ripe.net.
1433,192.36.148.17,2015-07-22 20:00:03.311910,CD,AUTH,NS,172800,dz.,ns3.nic.fr.
1434,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,A,172800,dz.cctld.authdns.ripe.net.,193.0.9.71
1435,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,AAAA,172800,dz.cctld.authdns.ripe.net.,2001:67c:e0::71
1436,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,A,172800,ns1.nic.dz.,193.194.64.242
1437,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,AAAA,172800,ns1.nic.dz.,2001:4340:1030:2::2
1438,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,A,172800,ns2.nic.dz.,213.179.160.66
1439,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,A,172800,ns3.nic.fr.,192.134.0.49
1440,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,AAAA,172800,ns3.nic.fr.,2001:660:3006:1::1:1
1441,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,A,172800,ns-dz.afrinic.net.,196.216.168.36
1442,192.36.148.17,2015-07-22 20:00:03.311910,CD,ADD,AAAA,172800,ns-dz.afrinic.net.,2001:43f8:120::36
1443,192.36.148.17,2015-07-22 20:00:03.312164,CD,AUTH,NS,172800,dz.,ns2.nic.dz.
1444,192.36.148.17,2015-07-22 20:00:03.312164,CD,AUTH,NS,172800,dz.,ns3.nic.fr.
1445,192.36.148.17,2015-07-22 20:00:03.312164,CD,AUTH,NS,172800,dz.,ns-dz.afrinic.net.
1446,192.36.148.17,2015-07-22 20:00:03.312164,CD,AUTH,NS,172800,dz.,ns1.nic.dz.
1447,192.36.148.17,2015-07-22 20:00:03.312164,CD,AUTH,NS,172800,dz.,dz.cctld.authdns.ripe.net.
1448,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,A,172800,dz.cctld.authdns.ripe.net.,193.0.9.71
1449,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,AAAA,172800,dz.cctld.authdns.ripe.net.,2001:67c:e0::71
1450,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,A,172800,ns1.nic.dz.,193.194.64.242
1451,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,AAAA,172800,ns1.nic.dz.,2001:4340:1030:2::2
1452,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,A,172800,ns2.nic.dz.,213.179.160.66
1453,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,A,172800,ns3.nic.fr.,192.134.0.49
1454,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,AAAA,172800,ns3.nic.fr.,2001:660:3006:1::1:1
1455,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,A,172800,ns-dz.afrinic.net.,196.216.168.36
1456,192.36.148.17,2015-07-22 20:00:03.312164,CD,ADD,AAAA,172800,ns-dz.afrinic.net.,2001:43f8:120::36
1457,192.36.148.17,2015-07-22 20:00:03.312180,CD,AUTH,NS,172800,dz.,ns-dz.afrinic.net.
1458,192.36.148.17,2015-07-22 20:00:03.312180,CD,AUTH,NS,172800,dz.,ns3.nic.fr.
1459,192.36.148.17,2015-07-22 20:00:03.312180,CD,AUTH,NS,172800,dz.,ns2.nic.dz.
1460,192.36.148.17,2015-07-22 20:00:03.312180,CD,AUTH,NS,172800,dz.,dz.cctld.authdns.ripe.net.
1461,192.36.148.17,2015-07-22 20:00:03.312180,CD,AUTH,NS,172800,dz.,ns1.nic.dz.
1462,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,A,172800,dz.cctld.authdns.ripe.net.,193.0.9.71
1463,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,AAAA,172800,dz.cctld.authdns.ripe.net.,2001:67c:e0::71
1464,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,A,172800,ns1.nic.dz.,193.194.64.242
1465,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,AAAA,172800,ns1.nic.dz.,2001:4340:1030:2::2
1466,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,A,172800,ns2.nic.dz.,213.179.160.66
1467,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,A,172800,ns3.nic.fr.,192.134.0.49
1468,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,AAAA,172800,ns3.nic.fr.,2001:660:3006:1::1:1
1469,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,A,172800,ns-dz.afrinic.net.,196.216.168.36
1470,192.36.148.17,2015-07-22 20:00:03.312180,CD,ADD,AAAA,172800,ns-dz.afrinic.net.,2001:43f8:120::36
1471,192.36.148.17,2015-07-22 20:00:03.312193,CD,AUTH,NS,172800,dz.,ns1.nic.dz.
1472,192.36.148.17,2015-07-22 20:00:03.312193,CD,AUTH,NS,172800,dz.,ns2.nic.dz.
1473,192.36.148.17,2015-07-22 20:00:03.312193,CD,AUTH,NS,172800,dz.,ns3.nic.fr.
1474,192.36.148.17,2015-07-22 20:00:03.312193,CD,AUTH,NS,172800,dz.,ns-dz.afrinic.net.
1475,192.36.148.17,2015-07-22 20:00:03.312193,CD,AUTH,NS,172800,dz.,dz.cctld.authdns.ripe.net.
1476,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,A,172800,dz.cctld.authdns.ripe.net.,193.0.9.71
1477,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,AAAA,172800,dz.cctld.authdns.ripe.net.,2001:67c:e0::71
1478,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,A,172800,ns1.nic.dz.,193.194.64.242
1479,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,AAAA,172800,ns1.nic.dz.,2001:4340:1030:2::2
1480,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,A,172800,ns2.nic.dz.,213.179.160.66
1481,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,A,172800,ns3.nic.fr.,192.134.0.49
1482,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,AAAA,172800,ns3.nic.fr.,2001:660:3006:1::1:1
1483,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,A,172800,ns-dz.afrinic.net.,196.216.168.36
1484,192.36.148.17,2015-07-22 20:00:03.312193,CD,ADD,AAAA,172800,ns-dz.afrinic.net.,2001:43f8:120::36
1485,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,d.gtld-servers.net.
1486,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,h.gtld-servers.net.
1487,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,k.gtld-servers.net.
1488,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,e.gtld-servers.net.
1489,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,b.gtld-servers.net.
1490,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,g.gtld-servers.net.
1491,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,c.gtld-servers.net.
1492,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,j.gtld-servers.net.
1493,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,f.gtld-servers.net.
1494,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,m.gtld-servers.net.
1495,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,l.gtld-servers.net.
1496,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,a.gtld-servers.net.
1497,192.5.5.241,2015-07-22 20:00:03.342892,CD,AUTH,NS,172800,net.,i.gtld-servers.net.
1498,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,a.gtld-servers.net.,192.5.6.30
1499,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,AAAA,172800,a.gtld-servers.net.,2001:503:a83e::2:30
1500,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,b.gtld-servers.net.,192.33.14.30
1501,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,AAAA,172800,b.gtld-servers.net.,2001:503:231d::2:30
1502,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,c.gtld-servers.net.,192.26.92.30
1503,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,d.gtld-servers.net.,192.31.80.30
1504,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,e.gtld-servers.net.,192.12.94.30
1505,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,f.gtld-servers.net.,192.35.51.30
1506,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,g.gtld-servers.net.,192.42.93.30
1507,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,h.gtld-servers.net.,192.54.112.30
1508,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,i.gtld-servers.net.,192.43.172.30
1509,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,j.gtld-servers.net.,192.48.79.30
1510,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,k.gtld-servers.net.,192.52.178.30
1511,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,l.gtld-servers.net.,192.41.162.30
1512,192.5.5.241,2015-07-22 20:00:03.342892,CD,ADD,A,172800,m.gtld-servers.net.,192.55.83.30
1513,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,g.gtld-servers.net.
1514,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,b.gtld-servers.net.
1515,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,j.gtld-servers.net.
1516,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,k.gtld-servers.net.
1517,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,m.gtld-servers.net.
1518,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,a.gtld-servers.net.
1519,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,e.gtld-servers.net.
1520,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,l.gtld-servers.net.
1521,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,f.gtld-servers.net.
1522,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,c.gtld-servers.net.
1523,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,d.gtld-servers.net.
1524,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,i.gtld-servers.net.
1525,192.5.5.241,2015-07-22 20:00:03.343145,CD,AUTH,NS,172800,net.,h.gtld-servers.net.
1526,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,a.gtld-servers.net.,192.5.6.30
1527,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,AAAA,172800,a.gtld-servers.net.,2001:503:a83e::2:30
1528,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,b.gtld-servers.net.,192.33.14.30
1529,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,AAAA,172800,b.gtld-servers.net.,2001:503:231d::2:30
1530,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,c.gtld-servers.net.,192.26.92.30
1531,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,d.gtld-servers.net.,192.31.80.30
1532,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,e.gtld-servers.net.,192.12.94.30
1533,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,f.gtld-servers.net.,192.35.51.30
1534,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,g.gtld-servers.net.,192.42.93.30
1535,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,h.gtld-servers.net.,192.54.112.30
1536,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,i.gtld-servers.net.,192.43.172.30
1537,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,j.gtld-servers.net.,192.48.79.30
1538,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,k.gtld-servers.net.,192.52.178.30
1539,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,l.gtld-servers.net.,192.41.162.30
1540,192.5.5.241,2015-07-22 20:00:03.343145,CD,ADD,A,172800,m.gtld-servers.net.,192.55.83.30
1541,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,b.gtld-servers.net.
1542,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,a.gtld-servers.net.
1543,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,m.gtld-servers.net.
1544,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,k.gtld-servers.net.
1545,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,g.gtld-servers.net.
1546,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,j.gtld-servers.net.
1547,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,d.gtld-servers.net.
1548,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,e.gtld-servers.net.
1549,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,l.gtld-servers.net.
1550,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,c.gtld-servers.net.
1551,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,h.gtld-servers.net.
1552,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,i.gtld-servers.net.
1553,192.5.5.241,2015-07-22 20:00:03.343644,CD,AUTH,NS,172800,com.,f.gtld-servers.net.
1554,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,a.gtld-servers.net.,192.5.6.30
1555,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,AAAA,172800,a.gtld-servers.net.,2001:503:a83e::2:30
1556,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,b.gtld-servers.net.,192.33.14.30
1557,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,AAAA,172800,b.gtld-servers.net.,2001:503:231d::2:30
1558,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,c.gtld-servers.net.,192.26.92.30
1559,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,d.gtld-servers.net.,192.31.80.30
1560,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,e.gtld-servers.net.,192.12.94.30
1561,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,f.gtld-servers.net.,192.35.51.30
1562,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,g.gtld-servers.net.,192.42.93.30
1563,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,h.gtld-servers.net.,192.54.112.30
1564,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,i.gtld-servers.net.,192.43.172.30
1565,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,j.gtld-servers.net.,192.48.79.30
1566,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,k.gtld-servers.net.,192.52.178.30
1567,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,l.gtld-servers.net.,192.41.162.30
1568,192.5.5.241,2015-07-22 20:00:03.343644,CD,ADD,A,172800,m.gtld-servers.net.,192.55.83.30
1569,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,j.root-servers.net.
1570,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,i.root-servers.net.
1571,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,l.root-servers.net.
1572,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,d.root-servers.net.
1573,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,e.root-servers.net.
1574,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,g.root-servers.net.
1575,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,b.root-servers.net.
1576,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,k.root-servers.net.
1577,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,m.root-servers.net.
1578,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,a.root-servers.net.
1579,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,f.root-servers.net.
1580,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,c.root-servers.net.
1581,192.5.5.241,2015-07-22 20:00:03.343768,AA,ANS,NS,518400,.,h.root-servers.net.
1582,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,a.root-servers.net.,198.41.0.4
1583,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,a.root-servers.net.,2001:503:ba3e::2:30
1584,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,b.root-servers.net.,192.228.79.201
1585,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,b.root-servers.net.,2001:500:84::b
1586,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,c.root-servers.net.,192.33.4.12
1587,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,c.root-servers.net.,2001:500:2::c
1588,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,d.root-servers.net.,199.7.91.13
1589,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,d.root-servers.net.,2001:500:2d::d
1590,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,e.root-servers.net.,192.203.230.10
1591,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,f.root-servers.net.,192.5.5.241
1592,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,f.root-servers.net.,2001:500:2f::f
1593,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,g.root-servers.net.,192.112.36.4
1594,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,h.root-servers.net.,128.63.2.53
1595,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,h.root-servers.net.,2001:500:1::803f:235
1596,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,i.root-servers.net.,192.36.148.17
1597,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,i.root-servers.net.,2001:7fe::53
1598,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,j.root-servers.net.,192.58.128.30
1599,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,j.root-servers.net.,2001:503:c27::2:30
1600,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,k.root-servers.net.,193.0.14.129
1601,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,k.root-servers.net.,2001:7fd::1
1602,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,l.root-servers.net.,199.7.83.42
1603,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,l.root-servers.net.,2001:500:3::42
1604,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,A,3600000,m.root-servers.net.,202.12.27.33
1605,192.5.5.241,2015-07-22 20:00:03.343768,AA,ADD,AAAA,3600000,m.root-servers.net.,2001:dc3::35
1606,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,h.gtld-servers.net.
1607,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,l.gtld-servers.net.
1608,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,k.gtld-servers.net.
1609,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,b.gtld-servers.net.
1610,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,f.gtld-servers.net.
1611,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,m.gtld-servers.net.
1612,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,i.gtld-servers.net.
1613,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,d.gtld-servers.net.
1614,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,c.gtld-servers.net.
1615,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,a.gtld-servers.net.
1616,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,g.gtld-servers.net.
1617,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,j.gtld-servers.net.
1618,192.5.5.241,2015-07-22 20:00:03.343783,CD,AUTH,NS,172800,net.,e.gtld-servers.net.
1619,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,a.gtld-servers.net.,192.5.6.30
1620,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,AAAA,172800,a.gtld-servers.net.,2001:503:a83e::2:30
1621,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,b.gtld-servers.net.,192.33.14.30
1622,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,AAAA,172800,b.gtld-servers.net.,2001:503:231d::2:30
1623,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,c.gtld-servers.net.,192.26.92.30
1624,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,d.gtld-servers.net.,192.31.80.30
1625,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,e.gtld-servers.net.,192.12.94.30
1626,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,f.gtld-servers.net.,192.35.51.30
1627,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,g.gtld-servers.net.,192.42.93.30
1628,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,h.gtld-servers.net.,192.54.112.30
1629,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,i.gtld-servers.net.,192.43.172.30
1630,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,j.gtld-servers.net.,192.48.79.30
1631,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,k.gtld-servers.net.,192.52.178.30
1632,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,l.gtld-servers.net.,192.41.162.30
1633,192.5.5.241,2015-07-22 20:00:03.343783,CD,ADD,A,172800,m.gtld-servers.net.,192.55.83.30
1634,192.5.5.241,2015-07-22 20:00:03.343890,CD,AUTH,NS,172800,net.,e.gtld-servers.net.
1635,192.5.5.241,2015-07-22 20:00:03.343890,CD,AUTH,NS,172800,net.,c.gtld-servers.net.
